name,compiled,tested,tests,suites,failures,runs,mvn_time_avg,mvn_time_sd,xml_time_avg,xml_time_sd,perc_failures,timecost_group
prometheus_jmx_exporter,SUCCESS,SUCCESS,38,3,0,3,3.05833333333333,0.0618896868091392,0.580333333333333,0.0090184995056458,0.00,short
protegeproject_webprotege,SUCCESS,SUCCESS,1759,227,0,3,6.78933333333333,0.0289885034683293,2.09333333333333,0.00152752523165246,0.00,short
protostuff_protostuff,SUCCESS,SUCCESS,1400,166,0,3,33.363,0.109119200876839,6.62,0.0913290753265363,0.00,short
qos-ch_logback-extensions,SUCCESS,SUCCESS,3,2,0,3,7.78433333333333,0.02250185177565,6.13333333333333,0.00416333199893231,0.00,short
querydsl_querydsl,SUCCESS,FAILURE,4943,531,5,3,93.3333333333333,0.577350269189626,50.4133333333333,0.810675232959117,0.10,short
rackerlabs_blueflood,SUCCESS,FAILURE,734,84,2,3,42.414,0.24804636663334,36.6473333333333,0.321531232282862,0.27,short
rajithd_spring-boot-oauth2,SUCCESS,SUCCESS,1,1,0,3,6.39633333333333,0.116091917605548,0.00366666666666667,0.000577350269189626,0.00,short
ralfstx_minimal-json,SUCCESS,SUCCESS,532,16,0,3,4.35933333333333,0.0230289672658879,0.998,0.0310966236109324,0.00,short
raml-org_raml-java-parser,SUCCESS,SUCCESS,465,18,0,3,10.414,0.194584172018178,7.11266666666667,0.100669426010747,0.00,short
ramswaroop_jbot,SUCCESS,SUCCESS,1,1,0,3,1.44833333333333,0.0202072594216369,0.000666666666666667,0.000577350269189626,0.00,short
raphw_byte-buddy,FAILURE,FAILURE,7666,588,0,3,42.315,0.105014284742597,17.5693333333333,0.149004474205737,0.00,short
rcongiu_Hive-JSON-Serde,SUCCESS,SUCCESS,33,10,0,3,2.98933333333333,0.0538175931581238,0.346,0.0151327459504215,0.00,short
recommenders_rival,SUCCESS,SUCCESS,35,11,0,3,30.0846666666667,0.439464826047925,0.163,0.00360555127546398,0.00,short
redpen-cc_redpen,SUCCESS,SUCCESS,723,104,0,3,55.6943333333333,0.0563589685261648,49.0116666666667,0.077655220901977,0.00,short
reficio_p2-maven-plugin,SUCCESS,SUCCESS,32,7,0,3,9.38066666666667,0.0937781068977906,1.27333333333333,0.00802080627701054,0.00,short
resteasy_Resteasy,SUCCESS,FAILURE,400,131,0,3,116,0,83.477,0.258580741742289,0.00,medium
restx_restx,SUCCESS,?,316,77,4,3,0,0,44.9393333333333,2.90976293421532,1.27,short
richardwilly98_elasticsearch-river-mongodb,SUCCESS,FAILURE,194,1,1,3,23.5073333333333,2.01796935886879,18.5973333333333,2.63161743673607,0.52,short
rnewson_couchdb-lucene,SUCCESS,SUCCESS,65,12,0,3,3.367,0.107,1.96533333333333,0.102256214155098,0.00,short
RoaringBitmap_RoaringBitmap,SUCCESS,SUCCESS,1163,43,0,3,455.333333333333,16.1658075373095,413.259333333333,15.9783903548929,0.00,long
robinhowlett_chart-parser,SUCCESS,FAILURE,125,37,25,3,4.279,0.067977937597429,2.43566666666667,0.00723417813807021,20.00,short
romix_java-concurrent-hash-trie-map,SUCCESS,SUCCESS,21,17,0,3,6.76066666666667,0.317162944451796,4.838,0.272550912675045,0.00,short
rstoyanchev_spring-websocket-portfolio,SUCCESS,FAILURE,5,3,3,3,22.044,0.163771181836121,15.2213333333333,0.0227229692895381,60.00,short
RUB-NDS_WS-Attacker,SUCCESS,SUCCESS,495,107,0,3,63.6666666666667,0.577350269189626,54.6526666666667,0.325271168924226,0.00,short
rythmengine_rythmengine,SUCCESS,SUCCESS,253,46,0,3,37.1216666666667,0.0847899365097844,34.8123333333333,0.0600694043031395,0.00,short
saikrishna321_AppiumTestDistribution,SUCCESS,FAILURE,24,1,10,3,3.49333333333333,0.0450924975282289,0.902666666666667,0.00709459888459759,41.67,short
sakaiproject_sakai,SUCCESS,SUCCESS,1392,223,0,3,356,1,260.549333333333,0.810210672191662,0.00,medium
SAMLRaider_SAMLRaider,SUCCESS,SUCCESS,115,8,0,3,17.9346666666667,2.75728876495251,16.1753333333333,2.78634551578467,0.00,short
schema-repo_schema-repo,SUCCESS,SUCCESS,81,18,0,3,25.8206666666667,0.25492417173217,19.6043333333333,0.0575702469452159,0.00,short
ScienJus_spring-authorization-manager,SUCCESS,FAILURE,5,1,5,3,6.36533333333333,0.0170391705588425,0.0223333333333333,0.000577350269189626,100.00,short
scobal_seyren,SUCCESS,SUCCESS,106,17,0,3,6.167,0.725746512220349,3.43666666666667,0.659854782003839,0.00,short
sczyh30_vertx-blueprint-microservice,SUCCESS,SUCCESS,2,2,0,3,5.86766666666667,0.27376327973878,3.581,0.211586861595894,0.00,short
seleniumkit_gridrouter,SUCCESS,SUCCESS,74,22,0,3,42.4926666666667,0.206497780456193,37.0963333333333,0.220568205626591,0.00,short
sendgrid_sendgrid-java,SUCCESS,FAILURE,242,3,231,3,4.27733333333333,0.0267270150472013,1.455,0.0124899959967969,95.45,short
ServiceComb_ServiceComb-Java-Chassis,SUCCESS,SUCCESS,919,274,0,3,61,1,40.768,1.55906157671851,0.00,short
shopizer-ecommerce_shopizer,SUCCESS,SUCCESS,15,15,0,3,2.99633333333333,0.0545924292675581,0,0,0.00,short
shyiko_mysql-binlog-connector-java,SUCCESS,SUCCESS,27,1,0,3,2.765,0.0451331363855871,1.50766666666667,0.00550757054728605,0.00,short
siom79_japicmp,FAILURE,FAILURE,245,30,0,3,8.89966666666667,0.0382143079661707,4.47633333333333,0.0570116947067299,0.00,short
sirensolutions_siren-join,SUCCESS,SUCCESS,55,16,0,3,24.7093333333333,0.771693160092361,21.2996666666667,0.750653271046849,0.00,short
sismics_reader,SUCCESS,FAILURE,71,15,3,3,11.34,0.614500610251935,7.90166666666667,0.602748150833608,4.23,short
SmartBear_soapui,SUCCESS,FAILURE,672,125,51,3,64.1753333333333,48.3510003240195,56.3436666666667,48.7661300118569,7.59,short
smooks_smooks,SUCCESS,SUCCESS,1139,289,0,3,225,2,143.184,1.5359388008642,0.00,medium
snazy_ohc,SUCCESS,SUCCESS,146,1,0,3,195.666666666667,1.52752523165195,25.7623333333333,0.549682029298152,0.00,short
soabase_exhibitor,SUCCESS,SUCCESS,52,1,0,3,43.3023333333333,1.12558666184942,40.0556666666667,1.19171906644701,0.00,short
SoftInstigate_restheart,SUCCESS,SUCCESS,41,10,0,3,35.5123333333333,0.0644541180479056,31.3693333333333,0.0265015722804001,0.00,short
SomMeri_less4j,FAILURE,SUCCESS,639,35,0,3,10.737,0.0874299719775782,4.724,0.0995339138183563,0.00,short
SonarSource_sonar-java,FAILURE,FAILURE,1783,602,0,3,89,2.64575131106459,80.9410000000001,2.6363010070931,0.00,medium
SonarSource_sonar-javascript,SUCCESS,SUCCESS,1077,409,0,3,13.9813333333333,0.0581578312296229,7.24266666666666,0.369169789302068,0.00,short
soundcloud_java-api-wrapper,SUCCESS,FAILURE,139,9,6,3,87.6666666666667,15.1767365837763,90.6243333333333,15.6463635498263,4.32,medium
speedment_speedment,FAILURE,FAILURE,397,61,0,3,38.1006666666667,0.802323085379781,19.8436666666667,0.761578842493237,0.00,short
spinscale_elasticsearch-opennlp-plugin,SUCCESS,FAILURE,6,3,5,3,63,0,62.2763333333333,0.0770216419802485,83.33,medium
spotify_apollo,SUCCESS,SUCCESS,476,76,0,3,36.055,0.206487287744305,23.9786666666667,0.13966149552877,0.00,short
spotify_cassandra-reaper,SUCCESS,SUCCESS,88,8,0,3,9.14033333333333,0.0376474877426548,0.903333333333333,0.0102632028788938,0.00,short
spotify_docker-client,SUCCESS,FAILURE,403,20,296,3,14.032,0.292948800987476,9.62166666666667,0.320072387645877,73.45,short
spotify_docker-maven-plugin,SUCCESS,SUCCESS,59,8,0,3,14.2766666666667,0.299523510485126,5.341,0.242328289722847,0.00,short
spotify_helios,SUCCESS,FAILURE,458,137,127,3,101.333333333333,3.78593889720018,992.574333333333,38.730079580777,27.73,long
spotify_heroic,FAILURE,FAILURE,435,132,0,3,19.773,0.2961367927158,22.6653333333333,0.204607754822089,0.00,short
spotify_netty-zmtp,SUCCESS,SUCCESS,48,10,0,3,6.96033333333333,0.142759704865671,4.32433333333333,0.166169592083911,0.00,short
spring-cloud-incubator_spring-cloud-kubernetes,SUCCESS,SUCCESS,21,10,0,3,61.6666666666667,0.577350269189626,38.2853333333333,0.184242593700081,0.00,short
spring-cloud-samples_customers-stores,SUCCESS,FAILURE,2,2,1,3,52.2926666666667,0.180577776410424,0.114666666666667,0.00404145188432739,50.00,short
spring-cloud_spring-cloud-aws,SUCCESS,SUCCESS,538,96,0,3,163.666666666667,1.15470053837925,131.935,1.04934312786616,0.00,medium
spring-cloud_spring-cloud-bus,SUCCESS,SUCCESS,45,7,0,3,12.0886666666667,0.343559795862865,6.611,0.128136645812196,0.00,short
spring-cloud_spring-cloud-config,SUCCESS,FAILURE,271,44,11,3,65.6666666666667,0.577350269189626,50.5203333333333,0.601006932849637,4.06,short
spring-cloud_spring-cloud-consul,SUCCESS,FAILURE,95,52,67,3,173,1,41.7866666666667,0.213799750545534,70.53,short
spring-cloud_spring-cloud-function,SUCCESS,SUCCESS,168,38,0,3,164.333333333333,9.81495457622364,85.3216666666667,4.70164293979596,0.00,medium
spring-cloud_spring-cloud-gateway,SUCCESS,SUCCESS,21,2,0,3,11.5123333333333,2.88632193861553,3.17333333333333,2.84732617262816,0.00,short
spring-cloud_spring-cloud-security,SUCCESS,SUCCESS,13,5,0,3,18.904,0.307478454529745,11.3633333333333,0.199923318633254,0.00,short
spring-cloud_spring-cloud-sleuth,SUCCESS,FAILURE,418,106,12,3,340.666666666667,1.52752523165195,62.9253333333333,0.726281166858513,2.87,medium
spring-cloud_spring-cloud-zookeeper,SUCCESS,FAILURE,66,25,1,3,114.666666666667,0.577350269189626,106.524,0.526019961598411,1.52,medium
spring-guides_tut-bookmarks,SUCCESS,SUCCESS,5,2,0,3,19.4593333333333,0.195228925452488,0.904333333333333,0.00750555349946514,0.00,short
spring-io_initializr,SUCCESS,FAILURE,434,45,1,3,27.639,0.0485077313425404,6.262,0.169103518591422,0.23,short
spring-projects_spring-boot,FAILURE,FAILURE,242,25,0,3,36.5466666666667,0.185974012521463,5.15966666666667,0.0500033332222293,0.00,short
spring-projects_spring-data-commons,SUCCESS,SUCCESS,2019,172,0,3,23.2316666666667,0.100380941086111,11.2846666666667,0.0714726054746354,0.00,short
spring-projects_spring-mvc-showcase,SUCCESS,SUCCESS,81,17,0,3,15.191,0.0746257328272221,12.1726666666667,0.0291947483861954,0.00,short
spring-projects_spring-retry,SUCCESS,SUCCESS,242,48,0,3,8.977,0.033955853692699,7.49533333333333,0.090162815691022,0.00,short
spring-projects_spring-security-oauth,SUCCESS,FAILURE,718,116,31,3,22.408,0.174897112611957,12.3263333333333,0.311291396176211,4.32,short
spullara_mustache.java,SUCCESS,SUCCESS,207,37,0,3,726,0,533.676333333333,0.119558911559592,0.00,long
sqshq_PiggyMetrics,SUCCESS,FAILURE,58,23,28,3,64.3333333333333,4.16333199893227,0.728333333333333,0.0820325138791525,48.28,short
stanfordnlp_CoreNLP,SUCCESS,FAILURE,1175,162,2,3,44.9316666666667,0.49987031651553,24.5926666666667,0.482502158889827,0.17,short
stefanbirkner_system-rules,SUCCESS,SUCCESS,231,16,0,3,7.069,0.0941222609163212,1.79833333333333,0.0102143689640296,0.00,short
Steveice10_MCProtocolLib,SUCCESS,SUCCESS,7,3,0,3,4.14233333333333,0.0275922694487667,0.360666666666667,0.0196044212700435,0.00,short
stormpath_stormpath-sdk-java,SUCCESS,FAILURE,622,1,0,3,38.8213333333333,0.508374206007084,7.51466666666667,0.223674614861261,0.00,short
strapdata_elassandra,SUCCESS,FAILURE,2993,534,1,3,785.333333333333,14.2243921955679,625.249333333333,14.4400876151549,0.03,long
Stratio_cassandra-lucene-index,SUCCESS,SUCCESS,1326,75,0,3,16.986,0.124831886952012,9.33166666666667,0.0830321222981399,0.00,short
Stratio_ingestion,SUCCESS,SUCCESS,162,34,0,3,39.4616666666667,0.204492868661313,27.2926666666667,0.164043693366531,0.00,short
stripe_stripe-java,SUCCESS,FAILURE,302,46,4,3,291.333333333333,17.8978583448784,290.164333333333,17.8872596093793,1.32,medium
structr_structr,SUCCESS,FAILURE,229,17,1,3,1190.66666666667,11.9303534454489,961.145666666667,15.0109561765177,0.44,long
Swagger2Markup_spring-swagger2markup-demo,SUCCESS,SUCCESS,2,1,0,3,23.5476666666667,3.99743134191612,0.327333333333333,0.0313421973277773,0.00,short
swagger-api_swagger-core,SUCCESS,SUCCESS,293,4,0,3,31.4643333333333,0.300386972642511,4.54566666666667,0.0577436865235788,0.00,short
swagger-api_swagger-parser,SUCCESS,SUCCESS,66,3,0,3,21.4053333333333,0.268712361705474,1.99333333333333,0.030369941279715,0.00,short
swagger-api_swagger-socket,SUCCESS,SUCCESS,22,5,0,3,33.2683333333333,0.48326631719305,2.07766666666667,0.0370720020140988,0.00,short
szerhusenBC_jwt-spring-security-demo,SUCCESS,SUCCESS,2,2,0,3,11.3146666666667,0.219727861986898,0.266333333333333,0.00808290376865477,0.00,short
tabulapdf_tabula-java,SUCCESS,SUCCESS,186,15,0,3,142,2.64575131106459,140.655333333333,2.43187917737157,0.00,medium
takari_polyglot-maven,SUCCESS,SUCCESS,157,29,0,3,31.9986666666667,0.349102181794005,18.328,0.0105356537528496,0.00,short
talios_clojure-maven-plugin,SUCCESS,SUCCESS,3,2,0,3,4.497,0.0417971290880128,0.217666666666667,0.00907377172587746,0.00,short
tamingtext_book,SUCCESS,FAILURE,22,22,18,3,73,0,55.6853333333333,0.0306648550189552,81.82,short
tatsuhiro-t_argparse4j,SUCCESS,SUCCESS,157,25,0,3,3.11733333333333,0.047258156262526,0.424,0.0180831413200251,0.00,short
tdunning_t-digest,SUCCESS,FAILURE,121,15,1,3,284,1,281.564,0.604359992057759,0.83,medium
teamed_qulice,SUCCESS,SUCCESS,149,16,0,3,34.385,0.580548016963285,27.3,0.830504063807036,0.00,short
Tesco_mewbase,SUCCESS,SUCCESS,227,16,0,3,30.745,0.166303938618421,24.002,0.0947259204230805,0.00,short
thelinmichael_spotify-web-api-java,SUCCESS,SUCCESS,115,31,0,3,2.30666666666667,0.00568624070307738,0.788,0.00754983443527076,0.00,short
threerings_getdown,SUCCESS,SUCCESS,20,7,0,3,1.84666666666667,0.0205020324195758,0.21,0.004,0.00,short
ThreeTen_threetenbp,SUCCESS,SUCCESS,17779,1,0,3,9.473,0.142727012159577,4.33866666666667,0.0587310253046323,0.00,short
ThreeTen_threeten-extra,SUCCESS,SUCCESS,10605,1,0,3,8.62633333333333,0.16517061885618,2.50833333333333,0.128997415994792,0.00,short
thymeleaf_thymeleafexamples-petclinic,SUCCESS,SUCCESS,31,4,0,3,6.25833333333333,1.06830769600024,3.035,0.0969484399049312,0.00,short
timmolter_Sundial,SUCCESS,FAILURE,8,5,1,3,2.26666666666667,0.036115555282085,0.217,0.00888819441731559,12.50,short
timmolter_XChange,SUCCESS,SUCCESS,599,247,0,3,103,21.6564078277077,82.4633333333334,21.9745383872639,0.00,medium
timmolter_XChart,SUCCESS,SUCCESS,2,1,0,3,2.733,0.053113086899558,0.0146666666666667,0.000577350269189625,0.00,short
tobiasflohre_movie-database,SUCCESS,SUCCESS,3,2,0,3,2.70133333333333,0.074056284900968,0.557666666666667,0.0420277685980749,0.00,short
tomighty_tomighty,SUCCESS,SUCCESS,62,17,0,3,6.29433333333333,0.0900684924562044,4.51333333333333,0.0300887575903921,0.00,short
tomoya92_pybbs,SUCCESS,FAILURE,1,1,1,3,5.71033333333333,0.159725806723063,0.017,0.000999999999999999,100.00,short
torquebox_jruby-maven-plugins,FAILURE,FAILURE,13,2,0,3,14.9323333333333,0.102001633973841,5.24833333333333,0.103558357139023,0.00,short
trautonen_coveralls-maven-plugin,SUCCESS,SUCCESS,196,41,0,3,7.09666666666667,0.33241139170211,2.10333333333333,0.236983825045789,0.00,short
trystan_AsciiPanel,SUCCESS,SUCCESS,28,1,0,3,2.513,0.0610982814815604,0.505666666666667,0.0266333124739176,0.00,short
ttrelle_spring-data-examples,SUCCESS,FAILURE,34,10,21,3,675.666666666667,0.577350269189626,184.462,0.299210628153495,61.76,medium
tuenti_SmsRadar,FAILURE,FAILURE,16,4,0,3,3.78233333333333,0.027646579052992,1.71333333333333,0.0255016339345802,0.00,short
tulskiy_jkeymaster,SUCCESS,SUCCESS,1,1,0,3,1.45166666666667,0.0308922859842605,0.00633333333333333,0.000577350269189626,0.00,short
tumblr_jumblr,SUCCESS,SUCCESS,103,15,0,3,1.53633333333333,0.00321455025366434,0.329666666666667,0.0205993527406405,0.00,short
twilio_twilio-java,SUCCESS,SUCCESS,930,160,0,3,169.666666666667,2.3094010767585,160.365666666667,2.69721195558179,0.00,medium
twitter_ambrose,SUCCESS,SUCCESS,18,10,0,3,6.52,0.0665507325278993,2.43033333333333,0.0590282418282411,0.00,short
twitter_GraphJet,SUCCESS,SUCCESS,105,39,0,3,115.333333333333,3.21455025366432,92.812,3.23110275293127,0.00,medium
twitter_hbc,SUCCESS,SUCCESS,111,16,0,3,2.644,0.0808517161227885,1.03433333333333,0.0378461799040977,0.00,short
twitter_hraven,SUCCESS,SUCCESS,136,41,0,3,231.666666666667,0.577350269189626,212.452333333333,0.344479801052794,0.00,medium
ua-parser_uap-java,SUCCESS,FAILURE,35,5,26,3,1.25166666666667,0.0234378611083292,0.0786666666666667,0.0030550504633039,74.29,short
uber_chaperone,SUCCESS,FAILURE,26,14,2,3,1784.66666666667,1.15470053837925,1759.27966666667,0.0685006082697777,7.69,long
UglyTroLL_Douban-Java-SDK-OAuth2,SUCCESS,FAILURE,72,8,52,3,37.4033333333333,4.82232768829881,36.3063333333333,4.85554428806219,72.22,short
urbanairship_datacube,SUCCESS,SUCCESS,36,19,0,3,504.666666666667,5.03322295684717,409.733333333333,3.22810739185265,0.00,long
USCDataScience_sparkler,SUCCESS,SUCCESS,9,3,0,3,40.414,0.675833559391661,30.528,0.63269502922024,0.00,short
usc-isi-i2_Web-Karma,SUCCESS,SUCCESS,43,17,0,3,37.385,1.9869229980047,27.149,2.135600383967,0.00,short
vaadin_framework,FAILURE,FAILURE,3308,484,0,3,208,2,43.2536666666667,3.29399913985012,0.00,short
vaadin_spring,SUCCESS,SUCCESS,56,14,0,3,15.4163333333333,0.388372673257701,1.18766666666667,0.0281128677536345,0.00,short
vavr-io_vavr,SUCCESS,SUCCESS,15072,139,0,3,135,1.73205080756888,439.966333333333,31.3332115228129,0.00,long
vbauer_caesar,SUCCESS,SUCCESS,53,12,0,3,4.04766666666667,0.045654499595695,1.37233333333333,0.0258907963055085,0.00,short
vbauer_jackdaw,SUCCESS,SUCCESS,29,12,0,3,7.16,0.0972471079261488,0.096,0.00700000000000001,0.00,short
vdurmont_emoji-java,SUCCESS,SUCCESS,58,3,0,3,1.26533333333333,0.0213853532431273,0.144333333333333,0.00208166599946613,0.00,short
veraPDF_veraPDF-library,SUCCESS,SUCCESS,257,29,0,3,7.66433333333333,0.0328684245642128,2.04033333333333,0.0195021366350799,0.00,short
vert-x3_vertx-examples,SUCCESS,SUCCESS,9,5,0,3,9.70933333333333,0.119938873320259,1.176,0.0459020696701139,0.00,short
viritin_viritin,SUCCESS,SUCCESS,47,21,0,3,11.3016666666667,0.0664554988946236,1.85,0.212985915027262,0.00,short
vitalidze_chromecast-java-api-v2,SUCCESS,SUCCESS,21,6,0,3,5.98466666666667,0.091418451820917,1.924,0.0320780298646909,0.00,short
vladimir-bukhtoyarov_bucket4j,SUCCESS,SUCCESS,110,10,0,3,176.666666666667,0.577350269189626,173.815,0.509415351162486,0.00,medium
vladmihalcea_high-performance-java-persistence,SUCCESS,?,40,7,40,3,0,0,96.579,0.0345976877840112,100.00,medium
vonzhou_SpringInAction3,SUCCESS,FAILURE,8,4,6,3,7.18233333333333,0.119223879039953,1.301,0.0127671453348037,75.00,short
walkmod_walkmod-core,SUCCESS,SUCCESS,141,10,0,3,141,138.56406460551,139.991,138.697451205853,0.00,medium
weld_core,FAILURE,FAILURE,1349,601,0,3,67,0,33.724,0.0665056388586727,0.00,short
wildfly_quickstart,FAILURE,FAILURE,85,18,0,3,36.4443333333333,0.358025604298539,18.5926666666667,0.0996811583667324,0.00,short
wildfly-swarm-archive_ARCHIVE-wildfly-swarm,FAILURE,FAILURE,152,100,85,3,140,2.64575131106459,81.977,2.82637948619783,55.92,medium
wildfly-swarm_wildfly-swarm,SUCCESS,FAILURE,356,169,13,3,2157,75.3458691634784,126.452666666667,2.57640181907504,3.65,medium
wildfly_wildfly,FAILURE,FAILURE,989,199,0,3,278.333333333333,2.08166599946613,190.517,0.910580034922829,0.00,medium
winder_Universal-G-Code-Sender,SUCCESS,SUCCESS,143,19,0,3,21.6856666666667,0.144583309317962,12.255,0.0165227116418583,0.00,short
windy1_google-places-api-java,SUCCESS,FAILURE,1,1,1,3,1.776,0.00781024967590669,0.313,0.013076696830622,100.00,short
winterbe_github-matrix,SUCCESS,FAILURE,2,2,2,3,4.21966666666667,0.179900898645152,2.75866666666667,0.218852309408271,100.00,short
wks_ik-analyzer,SUCCESS,FAILURE,4,3,1,3,2.035,0.0249799919935936,0.222,0.011,25.00,short
woorea_openstack-java-sdk,SUCCESS,SUCCESS,12,3,0,3,2.50233333333333,0.0755932095715834,0.322666666666667,0.0030550504633039,0.00,short
wso2_msf4j,SUCCESS,SUCCESS,264,3,0,3,181,4.35889894354067,39.674,0.22363139314506,0.00,short
xiaolongzuo_niubi-job,SUCCESS,FAILURE,45,13,3,3,4.841,0.0338673884437522,0.781,0.0453100430368367,6.67,short
XiaoMi_linden,SUCCESS,SUCCESS,118,26,0,3,31.2426666666667,0.49643764294555,16.9013333333333,0.249608359902738,0.00,short
xmlunit_xmlunit,SUCCESS,FAILURE,400,30,74,3,3.906,0.0402864741569675,1.58866666666667,0.0329292170167062,18.50,short
yago-naga_aida,SUCCESS,SUCCESS,49,27,0,3,56.9683333333333,0.246287095344709,47.1166666666667,0.259095220591441,0.00,short
YahooArchive_samoa,SUCCESS,SUCCESS,44,10,0,3,46.6143333333333,0.325859376623312,42.153,0.296352830254754,0.00,short
yahoo_egads,SUCCESS,SUCCESS,21,1,0,3,6.83166666666667,0.0410528115155751,3.209,0.0667008245826091,0.00,short
yahoo_mysql_perf_analyzer,SUCCESS,SUCCESS,1,1,0,3,4.57133333333333,0.127020995639829,0.003,0,0.00,short
yahoo_samoa,SUCCESS,SUCCESS,44,10,0,3,47.1693333333333,0.421139327697297,42.672,0.490890008046612,0.00,short
yahoo_storm-yarn,SUCCESS,FAILURE,3,3,1,3,32.807,0.297368458313923,27.858,0.134309344425471,33.33,short
yasserg_crawler4j,SUCCESS,SUCCESS,18,13,0,3,34.94,0.0997396611183335,28.2946666666667,0.0398036849215402,0.00,short
yegor256_cactoos,SUCCESS,SUCCESS,304,110,0,3,6.566,0.0219317121994614,8.42266666666667,0.442254828501995,0.00,short
yegor256_eo,SUCCESS,SUCCESS,33,20,0,3,5.05833333333333,0.109427297021051,1.21533333333333,0.0440037877157562,0.00,short
yegor256_rultor,SUCCESS,SUCCESS,142,66,0,3,16.6403333333333,0.115768447054166,138.464,0.366370031525482,0.00,medium
yegor256_takes,SUCCESS,SUCCESS,419,148,0,3,11.4243333333333,0.302022074248445,63.4446666666667,2.56189116344416,0.00,medium
yegor256_xembly,SUCCESS,SUCCESS,59,16,0,3,5.57,0.0156204993518136,9.836,0.222573583338185,0.00,short
ysc_HtmlExtractor,SUCCESS,SUCCESS,3,3,1,3,13.4663333333333,0.365929410314795,10.5586666666667,0.505348724479772,33.33,short
ysc_word,SUCCESS,SUCCESS,43,13,0,3,31.2886666666667,0.83543062748102,27.3586666666667,0.757998900614853,0.00,short
zalando_bigbash,SUCCESS,SUCCESS,16,9,0,3,4.20866666666667,0.0661236215987401,0.399666666666667,0.0107857931249089,0.00,short
zalando_zalenium,SUCCESS,FAILURE,55,7,2,3,24.611,0.892482492825489,22.398,0.893644784016558,3.64,short
zeromq_jeromq,SUCCESS,SUCCESS,91,45,0,3,33.587,0.144696233537709,29.5453333333333,0.0620832774048963,0.00,short
zeromq_jzmq,SUCCESS,FAILURE,40,1,33,3,3.297,0.031224989991992,0.603,0.0137477270848675,82.50,short
zhangxd1989_spring-boot-cloud,SUCCESS,FAILURE,4,2,1,3,22.3313333333333,0.542919269627938,3.39966666666667,0.0794313120459013,25.00,short
zouzg_mybatis-generator-gui,SUCCESS,SUCCESS,9,2,0,3,1.45066666666667,0.010598742063723,0.272,0.0113578166916006,0.00,short
